Fish_ID;Year;Area;Box;Well;Sex;TL;Transmitter;DST;file.name
BH-51348;2021;BAT;2;B7;F;700;NA;NA;BAT2021-0--Box2.csv
BH-51270;2021;BAT;2;B8;M;650;NA;NA;BAT2021-0--Box2.csv
BH-51350;2021;BAT;2;B9;M;720;NA;NA;BAT2021-0--Box2.csv
BH-51605;2021;BAT;2;C1;F;790;NA;NA;BAT2021-0--Box2.csv
BH-51401;2021;BAT;2;C2;M;740;NA;NA;BAT2021-0--Box2.csv
BH-51433;2021;BAT;2;C3;F;920;NA;NA;BAT2021-0--Box2.csv
BH-51422;2021;BAT;2;C4;F;840;NA;NA;BAT2021-0--Box2.csv
BH-51405;2021;BAT;2;C5;F;920;NA;NA;BAT2021-0--Box2.csv
BH-51530;2021;BAT;2;C6;F;920;NA;NA;BAT2021-0--Box2.csv
BH-51603;2021;BAT;2;C7;M;800;NA;NA;BAT2021-0--Box2.csv
BH-51269;2021;BAT;2;C8;F;900;NA;NA;BAT2021-0--Box2.csv
BH-51428;2021;BAT;2;C9;F;600;NA;NA;BAT2021-0--Box2.csv
BH-51537;2021;BAT;2;D1;F;790;NA;NA;BAT2021-0--Box2.csv
BH-51539;2021;BAT;2;D2;M;640;NA;NA;BAT2021-0--Box2.csv
BH-51532;2021;BAT;2;D3;F;1030;NA;NA;BAT2021-0--Box2.csv
BH-51241;2021;BAT;2;D4;F;870;NA;NA;BAT2021-0--Box2.csv
BH-51239;2021;BAT;2;D5;F;790;NA;NA;BAT2021-0--Box2.csv
BH-51429;2021;BAT;2;D6;F;810;NA;NA;BAT2021-0--Box2.csv
BH-51247;2021;BAT;2;D7;F;820;NA;NA;BAT2021-0--Box2.csv
BH-51242;2021;BAT;2;D8;F;980;NA;NA;BAT2021-0--Box2.csv
BH-51274;2021;BAT;2;D9;F;980;NA;NA;BAT2021-0--Box2.csv
BH-51207;2021;BAT;2;E1;F;790;NA;NA;BAT2021-0--Box2.csv
BH-51535;2021;BAT;2;E2;F;850;NA;NA;BAT2021-0--Box2.csv
BH-50621;2021;BAT;2;E3;F;960;NA;NA;BAT2021-0--Box2.csv
BH-50609;2021;BAT;2;E4;F;990;NA;NA;BAT2021-0--Box2.csv
BH-51406;2021;BAT;2;E5;F;950;NA;NA;BAT2021-0--Box2.csv
BH-51474;2021;BAT;2;E6;F;910;NA;NA;BAT2021-0--Box2.csv
BH-51538;2021;BAT;2;E7;M;630;NA;NA;BAT2021-0--Box2.csv
BH-51245;2021;BAT;2;E8;F;1040;NA;NA;BAT2021-0--Box2.csv
BH-51237;2021;BAT;2;E9;F;850;NA;NA;BAT2021-0--Box2.csv
BH-51396;2021;BAT;2;F1;F;970;NA;NA;BAT2021-0--Box2.csv
BH-51441;2021;BAT;2;F2;M;700;NA;NA;BAT2021-0--Box2.csv
BH-51533;2021;BAT;2;F3;F;900;NA;NA;BAT2021-0--Box2.csv
BH-51431;2021;BAT;2;F4;F;750;NA;NA;BAT2021-0--Box2.csv
BH-51536;2021;BAT;2;F5;F;1100;NA;NA;BAT2021-0--Box2.csv
BH-51209;2021;BAT;2;F6;M;740;NA;NA;BAT2021-0--Box2.csv
BH-51436;2021;BAT;2;F7;M;720;NA;NA;BAT2021-0--Box2.csv
BH-51271;2021;BAT;2;F8;F;770;NA;NA;BAT2021-0--Box2.csv
BH-51272;2021;BAT;2;F9;M;670;NA;NA;BAT2021-0--Box2.csv
BH-51249;2021;BAT;2;G1;F;910;NA;NA;BAT2021-0--Box2.csv
BH-51440;2021;BAT;2;G2;F;1070;NA;NA;BAT2021-0--Box2.csv
BH-51399;2021;BAT;2;G3;M;780;NA;NA;BAT2021-0--Box2.csv
BH-51424;2021;BAT;2;G4;M;660;NA;NA;BAT2021-0--Box2.csv
BH-51425;2021;BAT;2;G5;M;780;NA;NA;BAT2021-0--Box2.csv
BH-51597;2021;BAT;2;G6;F;640;NA;NA;BAT2021-0--Box2.csv
BH-51593;2021;BAT;2;G7;F;750;NA;NA;BAT2021-0--Box2.csv
BH-51407;2021;BAT;2;G8;F;870;NA;NA;BAT2021-0--Box2.csv
BH-51238;2021;BAT;2;G9;F;930;NA;NA;BAT2021-0--Box2.csv
BH-51345;2021;BAT;2;H1;F;810;NA;NA;BAT2021-0--Box2.csv
BH-51243;2021;BAT;2;H2;M;820;NA;NA;BAT2021-0--Box2.csv
BH-51397;2021;BAT;2;H3;F;740;NA;NA;BAT2021-0--Box2.csv
BH-51347;2021;BAT;2;H4;M;610;NA;NA;BAT2021-0--Box2.csv
BH-51432;2021;BAT;2;H5;M;710;NA;NA;BAT2021-0--Box2.csv
BH-51434;2021;BAT;2;H6;M;800;NA;NA;BAT2021-0--Box2.csv
BH-51599;2021;BAT;2;H7;F;840;NA;NA;BAT2021-0--Box2.csv
BH-51472;2021;BAT;2;H8;F;1080;NA;NA;BAT2021-0--Box2.csv
BH-51346;2021;BAT;2;H9;F;860;NA;NA;BAT2021-0--Box2.csv
BH-51606;2021;BAT;2;I1;F;800;NA;NA;BAT2021-0--Box2.csv
BH-51591;2021;BAT;2;I2;F;920;NA;NA;BAT2021-0--Box2.csv
BH-51264;2021;BAT;2;I3;M;750;NA;NA;BAT2021-0--Box2.csv
BH-51442;2021;BAT;2;I4;M;790;NA;NA;BAT2021-0--Box2.csv
BH-51427;2021;BAT;2;I5;F;760;NA;NA;BAT2021-0--Box2.csv
BH-51421;2021;BAT;2;I6;F;840;NA;NA;BAT2021-0--Box2.csv
BH-51244;2021;BAT;2;I7;M;770;NA;NA;BAT2021-0--Box2.csv
BH-51402;2021;BAT;2;I8;M;640;NA;NA;BAT2021-0--Box2.csv
BH-51438;2021;BAT;2;I9;M;710;NA;NA;BAT2021-0--Box2.csv
BH-51351;2021;BAT;3;A1;F;1040;NA;NA;BAT2021-0--Box3.csv
BH-51273;2021;BAT;3;A2;M;830;NA;NA;BAT2021-0--Box3.csv
BH-51596;2021;BAT;3;A3;F;1010;NA;NA;BAT2021-0--Box3.csv
BH-51439;2021;BAT;3;A4;F;850;NA;NA;BAT2021-0--Box3.csv
BH-51598;2021;BAT;3;A5;M;710;NA;NA;BAT2021-0--Box3.csv
BH-51534;2021;BAT;3;A6;F;870;NA;NA;BAT2021-0--Box3.csv
BH-51248;2021;BAT;3;A7;F;950;NA;NA;BAT2021-0--Box3.csv
BH-51423;2021;BAT;3;A8;F;760;NA;NA;BAT2021-0--Box3.csv
BH-51529;2021;BAT;3;A9;F;880;NA;NA;BAT2021-0--Box3.csv
BH-51527;2021;BAT;3;B1;F;1050;NA;NA;BAT2021-0--Box3.csv
BH-51443;2021;BAT;3;B2;F;920;NA;NA;BAT2021-0--Box3.csv
BH-50575;2021;BAT;3;B3;F;920;NA;NA;BAT2021-0--Box3.csv
BH-51398;2021;BAT;3;B4;F;810;NA;NA;BAT2021-0--Box3.csv
BH-51246;2021;BAT;3;B5;F;720;NA;NA;BAT2021-0--Box3.csv
BH-51268;2021;BAT;3;B6;M;650;NA;NA;BAT2021-0--Box3.csv
BH-51263;2021;BAT;3;B7;M;700;NA;NA;BAT2021-0--Box3.csv
BH-51430;2021;BAT;3;B8;F;720;NA;NA;BAT2021-0--Box3.csv
BH-51240;2021;BAT;3;B9;F;980;NA;NA;BAT2021-0--Box3.csv
BH-51437;2021;BAT;3;C1;F;830;NA;NA;BAT2021-0--Box3.csv
BH-90832;2021;BAT;1;A1;FALSE;975;12680;NA;BAT2021-Box1.csv
BH-90872;2021;BAT;1;A2;FALSE;877;12683;NA;BAT2021-Box1.csv
BH-90886;2021;BAT;1;A3;FALSE;820;12691;NA;BAT2021-Box1.csv
BH-90841;2021;BAT;1;A4;FALSE;966;12675;NA;BAT2021-Box1.csv
BH-90894;2021;BAT;1;A5;FALSE;940;12682;NA;BAT2021-Box1.csv
BH-90880;2021;BAT;1;A6;FALSE;972;12687;NA;BAT2021-Box1.csv
BH-90773;2021;BAT;1;A7;FALSE;943;12674;NA;BAT2021-Box1.csv
BH-90895;2021;BAT;1;A8;FALSE;710;12693;NA;BAT2021-Box1.csv
BH-90888;2021;BAT;1;A9;FALSE;778;12692;NA;BAT2021-Box1.csv
BH-90853;2021;BAT;1;B1;FALSE;875;12684;NA;BAT2021-Box1.csv
BH-90855;2021;BAT;1;B2;FALSE;764;12690;NA;BAT2021-Box1.csv
BH-90882;2021;BAT;1;B3;FALSE;962;12689;NA;BAT2021-Box1.csv
BH-90896;2021;BAT;1;B4;FALSE;931;12681;NA;BAT2021-Box1.csv
BH-90851;2021;BAT;1;B5;FALSE;916;12676;NA;BAT2021-Box1.csv
BH-51174;2021;BAT;1;A1;F;1090;NA;NA;BAT2022-2021-0-Box1.csv
BH-51205;2021;BAT;1;A2;M;720;NA;NA;BAT2022-2021-0-Box1.csv
BH-51206;2021;BAT;1;A3;F;920;NA;NA;BAT2022-2021-0-Box1.csv
BH-51419;2021;BAT;1;A4;M;840;NA;NA;BAT2022-2021-0-Box1.csv
BH-51142;2021;BAT;1;A5;F;930;NA;NA;BAT2022-2021-0-Box1.csv
BH-51416;2021;BAT;1;A6;M;530;NA;NA;BAT2022-2021-0-Box1.csv
BH-51181;2021;BAT;1;A7;M;670;NA;NA;BAT2022-2021-0-Box1.csv
BH-51408;2021;BAT;1;A8;F;860;NA;NA;BAT2022-2021-0-Box1.csv
BH-51175;2021;BAT;1;A9;M;730;NA;NA;BAT2022-2021-0-Box1.csv
BH-51201;2021;BAT;1;B1;F;650;NA;NA;BAT2022-2021-0-Box1.csv
BH-51177;2021;BAT;1;B2;F;820;NA;NA;BAT2022-2021-0-Box1.csv
BH-51166;2021;BAT;1;B3;NA;1010;NA;NA;BAT2022-2021-0-Box1.csv
BH-51202;2021;BAT;1;B4;F;780;NA;NA;BAT2022-2021-0-Box1.csv
BH-51418;2021;BAT;1;B5;M;740;NA;NA;BAT2022-2021-0-Box1.csv
BH-51179;2021;BAT;1;B6;M;800;NA;NA;BAT2022-2021-0-Box1.csv
BH-51200;2021;BAT;1;B7;F;730;NA;NA;BAT2022-2021-0-Box1.csv
BH-51176;2021;BAT;1;B8;F;810;NA;NA;BAT2022-2021-0-Box1.csv
BH-91338;2021;BAT;1;B9;M;707;NA;NA;BAT2022-2021-0-Box1.csv
BH-51167;2021;BAT;1;C1;M;730;NA;NA;BAT2022-2021-0-Box1.csv
BH-51415;2021;BAT;1;C2;F;790;NA;NA;BAT2022-2021-0-Box1.csv
BH-51163;2021;BAT;1;C3;F;950;NA;NA;BAT2022-2021-0-Box1.csv
BH-51203;2021;BAT;1;C4;M;810;NA;NA;BAT2022-2021-0-Box1.csv
BH-51170;2021;BAT;1;C5;M;770;NA;NA;BAT2022-2021-0-Box1.csv
BH-51171;2021;BAT;1;C6;M;724;NA;NA;BAT2022-2021-0-Box1.csv
BH-51410;2021;BAT;1;C7;F;990;NA;NA;BAT2022-2021-0-Box1.csv
BH-51164;2021;BAT;1;C8;M;700;NA;NA;BAT2022-2021-0-Box1.csv
BH-51169;2021;BAT;1;C9;F;800;NA;NA;BAT2022-2021-0-Box1.csv
BH-51173;2021;BAT;1;D1;M;870;NA;NA;BAT2022-2021-0-Box1.csv
BH-51168;2021;BAT;1;D2;M;670;NA;NA;BAT2022-2021-0-Box1.csv
BH-51420;2021;BAT;1;D3;F;870;NA;NA;BAT2022-2021-0-Box1.csv
BH-51204;2021;BAT;1;D4;F;1020;NA;NA;BAT2022-2021-0-Box1.csv
BH-51183;2021;BAT;1;D5;M;780;NA;NA;BAT2022-2021-0-Box1.csv
BH-51172;2021;BAT;1;D6;F;670;NA;NA;BAT2022-2021-0-Box1.csv
BH-51411;2021;BAT;1;D7;NA;NA;NA;NA;BAT2022-2021-0-Box1.csv
BH-51198;2021;BAT;1;D8;M;780;NA;NA;BAT2022-2021-0-Box1.csv
BH-51182;2021;BAT;1;D9;M;760;NA;NA;BAT2022-2021-0-Box1.csv
BH-51162;2021;BAT;1;E1;M;730;NA;NA;BAT2022-2021-0-Box1.csv
BH-51199;2021;BAT;1;E2;F;780;NA;NA;BAT2022-2021-0-Box1.csv
BH-51414;2021;BAT;1;E3;M;760;NA;NA;BAT2022-2021-0-Box1.csv
BH-51180;2021;BAT;1;E4;M;720;NA;NA;BAT2022-2021-0-Box1.csv
BH-51178;2021;BAT;1;E5;F;950;NA;NA;BAT2022-2021-0-Box1.csv
BH-51413;2021;BAT;1;E6;M;720;NA;NA;BAT2022-2021-0-Box1.csv
BH-51412;2021;BAT;1;E7;M;710;NA;NA;BAT2022-2021-0-Box1.csv
BH-51417;2021;BAT;1;E8;M;720;NA;NA;BAT2022-2021-0-Box1.csv
BH-51165;2021;BAT;1;E9;M;800;NA;NA;BAT2022-2021-0-Box1.csv
BH-51615;2021;BAT;1;F1;F;1030;NA;NA;BAT2022-2021-0-Box1.csv
BH-51616;2021;BAT;1;F2;F;710;NA;NA;BAT2022-2021-0-Box1.csv
BH-51617;2021;BAT;1;F3;F;690;NA;NA;BAT2022-2021-0-Box1.csv
BH-51688;2022;BAT;1;F4;F;770;NA;NA;BAT2022-2021-0-Box1.csv
BH-51667;2022;BAT;1;F5;M;820;NA;NA;BAT2022-2021-0-Box1.csv
BH-51696;2022;BAT;1;F6;F;650;NA;NA;BAT2022-2021-0-Box1.csv
BH-51643;2021;BAT;1;F7;F;880;NA;NA;BAT2022-2021-0-Box1.csv
BH-51693;2022;BAT;1;F8;F;570;NA;NA;BAT2022-2021-0-Box1.csv
BH-51644;2021;BAT;1;F9;M;670;NA;NA;BAT2022-2021-0-Box1.csv
BH-51672;2022;BAT;1;G1;M;700;NA;NA;BAT2022-2021-0-Box1.csv
BH-51652;2021;BAT;1;G2;M;710;NA;NA;BAT2022-2021-0-Box1.csv
BH-51676;2022;BAT;1;G3;F;990;NA;NA;BAT2022-2021-0-Box1.csv
BH-51690;2022;BAT;1;G4;F;810;NA;NA;BAT2022-2021-0-Box1.csv
BH-51686;2022;BAT;1;G5;F;770;NA;NA;BAT2022-2021-0-Box1.csv
BH-51930;2022;BAT;1;G6;F;770;NA;NA;BAT2022-2021-0-Box1.csv
BH-51687;2022;BAT;1;G7;F;980;NA;NA;BAT2022-2021-0-Box1.csv
BH-51694;2022;BAT;1;G8;F;670;NA;NA;BAT2022-2021-0-Box1.csv
BH-51685;2022;BAT;1;G9;F;780;NA;NA;BAT2022-2021-0-Box1.csv
BH-51648;2021;BAT;1;H1;F;1100;NA;NA;BAT2022-2021-0-Box1.csv
BH-51646;2021;BAT;1;H2;F;920;NA;NA;BAT2022-2021-0-Box1.csv
BH-51647;2021;BAT;1;H3;F;790;NA;NA;BAT2022-2021-0-Box1.csv
BH-51675;2022;BAT;1;H4;F;800;NA;NA;BAT2022-2021-0-Box1.csv
BH-51691;2022;BAT;1;H5;F;930;NA;NA;BAT2022-2021-0-Box1.csv
BH-51929;2022;BAT;1;H6;F;700;NA;NA;BAT2022-2021-0-Box1.csv
BH-51695;2022;BAT;1;H7;F;650;NA;NA;BAT2022-2021-0-Box1.csv
BH-51928;2022;BAT;1;H8;F;750;NA;NA;BAT2022-2021-0-Box1.csv
BH-51921;2022;BAT;1;H9;F;940;NA;NA;BAT2022-2021-0-Box1.csv
BH-51927;2022;BAT;1;I1;F;700;NA;NA;BAT2022-2021-0-Box1.csv
BH-51922;2022;BAT;1;I2;M;710;NA;NA;BAT2022-2021-0-Box1.csv
BH-51926;2022;BAT;1;I3;F;750;NA;NA;BAT2022-2021-0-Box1.csv
BH-51925;2022;BAT;1;I4;F;760;NA;NA;BAT2022-2021-0-Box1.csv
BH-51932;2022;BAT;1;I5;F;600;NA;NA;BAT2022-2021-0-Box1.csv
BH-51653;2021;BAT;1;I6;F;1090;NA;NA;BAT2022-2021-0-Box1.csv
BH-51931;2022;BAT;1;I7;F;1040;NA;NA;BAT2022-2021-0-Box1.csv
BH-51924;2022;BAT;1;I8;F;660;NA;NA;BAT2022-2021-0-Box1.csv
BH-01688;2020;BAT;1;A1;F;870;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-01689;2020;BAT;1;A2;F;970;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-01696;2020;BAT;1;A3;F;850;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00159;0;BAT;1;A4;F;1090;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00160;0;BAT;1;A5;F;1060;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00161;0;BAT;1;A6;F;1090;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00162;0;BAT;1;A7;F;990;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00163;0;BAT;1;A8;F;950;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00164;0;BAT;1;A9;F;1160;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00165;0;BAT;1;B1;F;960;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00166;0;BAT;1;B2;F;990;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00167;0;BAT;1;B3;F;1020;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00168;0;BAT;1;B4;NA;990;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00169;0;BAT;1;B5;F;970;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00170;0;BAT;1;B6;F;980;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00180;0;BAT;1;B7;F;900;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00179;0;BAT;1;B8;F;1070;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00178;0;BAT;1;B9;F;1000;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00177;0;BAT;1;C1;F;1180;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00176;0;BAT;1;C2;F;910;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00175;0;BAT;1;C3;F;970;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00174;0;BAT;1;C4;F;1050;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00173;0;BAT;1;C5;F;920;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00172;0;BAT;1;C6;F;1040;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00171;0;BAT;1;C7;F;980;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00181;0;BAT;1;C8;F;970;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-00182;0;BAT;1;C9;F;940;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51692;2022;BAT;1;D1;M;490;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51650;2021;BAT;1;D2;F;950;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51649;2021;BAT;1;D3;F;1160;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51645;2021;BAT;1;D4;M;640;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51664;2022;BAT;1;D5;F;1130;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51665;2022;BAT;1;D6;F;800;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51666;2022;BAT;1;D7;F;800;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51654;2022;BAT;1;D8;F;820;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51657;2022;BAT;1;D9;F;640;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51658;2022;BAT;1;E1;F;670;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51659;2022;BAT;1;E2;F;1010;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51660;2022;BAT;1;E3;F;730;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51668;2022;BAT;1;E4;F;900;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51661;2022;BAT;1;E5;F;860;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51674;2022;BAT;1;E6;F;680;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51669;2022;BAT;1;E7;F;930;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51663;2022;BAT;1;E8;F;790;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51662;2022;BAT;1;E9;F;830;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51679;2022;BAT;1;F1;F;1050;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51680;2022;BAT;1;F2;F;1020;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51683;2022;BAT;1;F3;F;640;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51684;2022;BAT;1;F4;M;930;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51682;2022;BAT;1;F5;M;660;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51681;2022;BAT;1;F6;M;720;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51670;2022;BAT;1;F7;M;580;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51678;2022;BAT;1;F8;F;970;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51656;2022;BAT;1;F9;F;830;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51655;2022;BAT;1;G1;F;780;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51614;2021;BAT;1;G2;F;880;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51613;2021;BAT;1;G3;F;760;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51671;2022;BAT;1;G4;F;1190;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51611;2021;BAT;1;G5;F;800;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51612;2021;BAT;1;G6;F;900;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51607;2021;BAT;1;G7;F;1000;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51610;2021;BAT;1;G8;M;720;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51609;2021;BAT;1;G9;F;870;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51608;2021;BAT;1;H1;M;740;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51677;2022;BAT;1;H2;F;1000;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51651;2021;BAT;1;H3;F;670;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-51923;2022;BAT;1;H4;M;690;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-50318;2020;BAT;1;H5;F;1050;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-50301;2020;BAT;1;H6;F;890;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-50316;2020;BAT;1;H7;F;780;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-50317;2020;BAT;1;H8;F;810;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-50315;2020;BAT;1;H9;F;1000;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-50466;2020;BAT;1;I1;M;790;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-50215;2020;BAT;1;I2;F;1030;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-50139;2020;BAT;1;I3;F;910;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-50130;2020;BAT;1;I4;M;670;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-50129;2020;BAT;1;I5;M;620;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-50966;2020;BAT;1;I6;F;840;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-50963;2020;BAT;1;I7;F;950;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-50962;2020;BAT;1;I8;F;750;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-50222;2020;BAT;1;I9;F;800;NA;NA;BAT2022-2021-2020-0-Box1.csv
BH-90766;2021;Beek;1;A1;M;225;NA;NA;Beek2021-Box1.csv
BH-91228;2021;Beek;1;A2;M;645;NA;NA;Beek2021-Box1.csv
BH-90914;2021;Beek;1;A3;F;146;NA;NA;Beek2021-Box1.csv
BH-02491;2021;BEG;1;A1;F;790;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-02490;2021;BEG;1;A2;F;850;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-02488;2021;BEG;1;A3;F;790;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-02487;2021;BEG;1;A4;F;750;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-02458;2021;BEG;1;A5;F;790;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-02457;2021;BEG;1;A6;NA;310;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-02453;2021;BEG;1;A7;F;940;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-02456;2021;BEG;1;A8;M;730;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-02455;2021;BEG;1;A9;F;840;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-02454;2021;BEG;1;B1;F;790;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-02452;2021;BEG;1;B2;F;770;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-50362;2020;BEG;1;B3;F;690;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-50335;2020;BEG;1;B4;M;620;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-50336;2020;BEG;1;B5;F;850;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-50357;2020;BEG;1;B6;F;1150;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-02451;2021;BEG;1;B7;F;770;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-50426;2020;BEG;1;B8;M;680;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-50360;2020;BEG;1;B9;M;580;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-50358;2020;BEG;1;C1;F;690;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-50359;2020;BEG;1;C2;F;730;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-50744;2020;BEG;1;C3;F;850;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-50361;2020;BEG;1;C4;M;670;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-50355;2020;BEG;1;C5;M;530;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-50354;2020;BEG;1;C6;M;710;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-50147;2020;BEG;1;C7;M;680;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-50148;2020;BEG;1;C8;F;730;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-50149;2020;BEG;1;C9;F;830;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-00496;2019;BEG;1;D1;F;750;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-00495;2019;BEG;1;D2;M;630;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-00494;2019;BEG;1;D3;M;780;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-00478;2019;BEG;1;D4;F;1090;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-00477;2019;BEG;1;D5;M;700;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-00474;2019;BEG;1;D6;F;640;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-00473;2019;BEG;1;D7;M;670;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-00463;2019;BEG;1;D8;F;980;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-00464;2019;BEG;1;D9;F;730;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-00465;2019;BEG;1;E1;F;910;NA;NA;BEG2019-2020-2021-0--Box1.csv
BH-00466;2019;BEG;1;E2;F;800;NA;NA;BEG2019-2020-2021-0--Box1.csv
